2427
ENST00000610697	6441319	6441418	6366054	2	1	293	27
ENST00000624691	6444868	6460081	6441418	2	14	294	28
ENST00000624406	6444868	6467508	6460081	2	17	308	28
ENST00000398168	6444868	6467531	6467508	2	17	325	28
ENST00000618024	6444868	6468039	6467531	2	18	342	28
ENST00000617706	6444872	6468039	6468039	2	17	360	28
ENST00000624934	6445432	6467531	6468039	2	18	377	28
ENST00000622914	6447131	6467533	6468039	2	2	395	28
ENST00000624808	6447260	6450631	6468039	2	5	397	28
ENST00000623939	6456879	6461712	6468039	2	6	402	28
ENST00000624921	6457900	6467482	6468039	2	6	408	28
ENST00000623375	6484622	6496929	6468039	2	7	414	29
ENST00000610664	6484622	6499199	6496929	2	8	421	29
ENST00000620065	6484625	6499201	6499199	2	9	429	29
ENST00000624739	6484660	6499260	6499201	2	7	438	29
ENST00000619610	6484708	6499201	6499260	2	8	445	29
ENST00000624353	6507016	6507388	6499260	2	1	453	30
ENST00000617796	6519204	6519303	6507388	1	1	454	31
ENST00000623061	6520343	6520669	6519303	2	1	455	32
ENST00000623896	6550748	6553954	6520669	2	3	456	33
ENST00000619537	6560713	6564488	6553954	1	3	459	34
ENST00000624019	6561283	6563977	6564488	1	3	462	34
ENST00000624901	6561910	6564083	6564488	1	2	465	34
ENST00000624932	6561953	6564202	6564488	1	3	467	34
ENST00000623047	6630181	6638336	6564488	2	2	470	35
ENST00000623106	6630181	6659739	6638336	2	3	472	35
ENST00000625185	6630181	6670691	6659739	2	4	475	35
ENST00000624846	6631797	6670649	6670691	2	3	479	35
ENST00000623313	6632152	6670641	6670691	2	4	482	35
ENST00000623950	6632362	6635775	6670691	2	3	486	35
ENST00000624965	6634357	6670610	6670691	2	3	489	35
ENST00000623225	6667303	6670666	6670691	2	3	492	36
ENST00000623324	6667303	6670694	6670691	2	3	495	35
ENST00000624181	6667709	6670649	6670694	2	2	498	36
ENST00000624266	6676177	6679961	6670694	2	9	500	37
ENST00000623809	6712595	6716360	6679961	1	8	509	38
ENST00000623892	6721811	6725208	6716360	1	3	517	39
ENST00000623678	6789591	6812296	6725208	1	3	520	40
ENST00000624937	6858538	6897262	6812296	1	3	523	41
ENST00000616627	6859170	6859255	6897262	1	1	526	42
ENST00000623131	6897290	6899279	6897262	1	1	527	43
ENST00000623720	6904883	6906691	6899279	1	2	528	44
ENST00000623165	6986449	6997698	6906691	2	5	530	45
ENST00000624519	6993156	6997739	6997698	2	3	535	45
ENST00000623347	6994373	6997736	6997739	2	3	538	46
ENST00000624728	6994373	6997764	6997739	2	3	541	45
ENST00000623518	7003247	7007021	6997764	2	9	544	47
ENST00000625184	7020598	7025165	7007021	1	2	553	48
ENST00000623095	7048890	7087096	7025165	1	4	555	49
ENST00000622911	7048916	7085499	7087096	1	3	559	49
ENST00000621909	7048919	7085796	7087096	1	3	562	49
ENST00000623394	7048938	7083597	7087096	1	4	565	49
ENST00000624310	7048981	7083741	7087096	1	3	569	49
ENST00000615804	7081003	7087228	7087096	1	2	572	49
ENST00000617336	7092615	7092715	7087228	1	1	574	50
ENST00000624153	7129102	7130286	7092715	1	1	575	51
ENST00000623962	7135333	7137788	7130286	2	1	576	52
ENST00000624595	7385057	7388798	7137788	2	9	577	53
ENST00000624042	7421441	7425838	7388798	2	10	586	54
ENST00000617062	7430658	7467181	7425838	1	4	596	55
ENST00000625096	7430668	7468874	7467181	1	4	600	55
ENST00000624791	7430694	7467277	7468874	1	3	604	55
ENST00000624907	7430716	7465375	7468874	1	4	607	55
ENST00000624461	7430729	7467741	7468874	1	3	611	55
ENST00000625115	7430759	7465783	7468874	1	3	614	55
ENST00000610988	7462781	7469006	7468874	1	2	617	55
ENST00000613803	7474393	7474493	7469006	1	1	619	56
ENST00000624906	7626343	7627527	7474493	2	1	620	57
ENST00000619005	7663910	7664010	7627527	2	1	621	58
ENST00000623374	7669396	7679176	7664010	2	2	622	59
ENST00000624633	7669529	7676443	7679176	2	3	624	59
ENST00000623190	7670166	7675665	7679176	2	2	627	59
ENST00000623637	7671126	7676591	7679176	2	2	629	59
ENST00000623783	7671872	7677934	7679176	2	2	631	59
ENST00000625005	7672754	7681741	7679176	2	4	633	59
ENST00000623797	7673073	7676626	7681741	2	3	637	59
ENST00000623643	7673216	7676591	7681741	2	3	640	59
ENST00000624534	7744961	7749393	7681741	1	2	643	60
ENST00000622934	7744970	7772245	7749393	1	5	645	60
ENST00000619874	7744974	7758626	7772245	1	4	650	60
ENST00000612624	7744982	7772252	7772245	1	4	654	60
ENST00000624304	7745038	7756112	7772252	1	3	658	60
ENST00000624758	7745074	7758628	7772252	1	4	661	60
ENST00000623661	7748898	7777852	7772252	1	5	665	60
ENST00000613894	7769795	7770545	7777852	2	1	670	61
ENST00000624951	7788702	7793953	7777852	2	2	671	62
ENST00000622690	7816674	7829925	7793953	2	3	673	63
ENST00000618699	7816677	7829591	7829925	2	3	676	63
ENST00000623803	7819043	7829586	7829925	2	3	679	63
ENST00000617668	7819360	7825796	7829925	2	2	682	63
ENST00000619030	7826097	7826224	7829925	2	1	684	64
ENST00000624806	8101250	8103705	7829925	2	1	685	65
ENST00000623664	8197619	8227645	8103705	1	7	686	66
ENST00000610306	8201209	8201286	8227645	1	1	693	67
ENST00000616420	8205314	8205405	8227645	1	1	694	68
ENST00000610482	8205850	8205939	8227645	1	1	695	69
ENST00000615727	8208011	8208124	8227645	1	1	696	70
ENST00000615959	8208472	8208651	8227645	1	1	697	71
ENST00000614492	8208843	8208903	8227645	1	1	698	72
ENST00000631211	8210383	8211305	8227645	2	1	699	73
ENST00000612463	8212571	8212723	8227645	1	1	700	74
ENST00000618951	8217952	8218000	8227645	1	1	701	75
ENST00000615294	8218720	8218775	8227645	1	1	702	76
ENST00000616483	8249504	8249595	8227645	1	1	703	77
ENST00000618423	8250059	8250148	8249595	1	1	704	78
ENST00000619029	8252220	8252333	8250148	1	1	705	79
ENST00000622893	8253049	8253108	8252333	1	1	706	80
ENST00000629969	8254591	8255513	8253108	2	1	707	81
ENST00000610460	8256780	8256932	8255513	1	1	708	82
ENST00000611393	8258913	8259004	8256932	1	1	709	83
ENST00000623860	8383776	8410644	8259004	1	6	710	84
ENST00000622452	8384255	8384332	8410644	1	1	716	85
ENST00000622482	8388361	8388452	8410644	1	1	717	86
ENST00000612139	8388897	8388986	8410644	1	1	718	87
ENST00000617611	8391058	8391171	8410644	1	1	719	88
ENST00000621386	8391519	8391696	8410644	1	1	720	89
ENST00000620355	8391883	8391942	8410644	1	1	721	90
ENST00000625598	8393418	8394340	8410644	2	1	722	91
ENST00000613359	8395606	8395758	8410644	1	1	723	92
ENST00000616860	8400990	8401038	8410644	1	1	724	93
ENST00000617236	8401759	8401815	8410644	1	1	725	94
ENST00000617390	8432529	8432620	8410644	1	1	726	95
ENST00000619112	8433084	8433173	8432620	1	1	727	96
ENST00000614525	8435245	8435358	8433173	1	1	728	97
ENST00000616418	8435706	8435885	8435358	1	1	729	98
ENST00000613635	8436077	8436137	8435885	1	1	730	99
ENST00000627981	8437628	8438550	8436137	2	1	731	100
ENST00000619471	8439822	8439974	8438550	1	1	732	101
ENST00000616457	8441948	8442039	8439974	1	1	733	102
ENST00000615700	8445222	8445270	8442039	1	1	734	103
ENST00000612173	8445990	8446045	8445270	1	1	735	104
ENST00000625020	8603546	8603983	8446045	1	1	736	105
ENST00000624852	8680537	8680933	8603983	2	1	737	106
ENST00000625098	8701460	8701561	8680933	1	1	738	107
ENST00000623794	8759076	8761334	8701561	1	2	739	108
ENST00000624813	8759080	8761334	8761334	1	2	741	108
ENST00000459169	8794357	8794438	8761334	1	1	743	109
ENST00000625014	8801361	8801879	8794438	2	1	744	110
ENST00000624263	8845565	8846645	8801879	1	1	745	111
ENST00000624291	8857259	8880975	8846645	1	9	746	112
ENST00000581792	8986998	8987177	8880975	1	1	755	113
ENST00000577708	8987369	8987429	8987177	1	1	756	114
ENST00000623236	8996495	9018669	8987429	2	2	757	115
ENST00000623182	9026820	9027328	9018669	2	1	759	116
ENST00000623201	9053121	9059059	9027328	1	2	760	117
ENST00000416067	9068360	9129751	9059059	2	4	762	118
ENST00000559466	9068413	9073608	9129751	2	6	766	118
ENST00000624968	9082600	9083100	9129751	2	1	772	119
ENST00000623217	9088187	9088390	9129751	1	1	773	120
ENST00000458847	9098862	9098943	9129751	2	1	774	121
ENST00000459307	9099102	9099184	9129751	2	1	775	122
ENST00000622961	9325012	9368774	9129751	1	6	776	123
ENST00000622995	9325023	9327298	9368774	1	2	782	123
ENST00000625153	9325038	9354318	9368774	1	5	784	123
ENST00000624052	9325051	9327297	9368774	1	3	789	123
ENST00000623409	9325058	9327776	9368774	1	2	792	123
ENST00000624162	9325366	9327298	9368774	1	2	794	123
ENST00000624821	9364466	9365224	9368774	2	1	796	124
ENST00000624041	9369284	9376644	9368774	2	4	797	125
ENST00000610478	9553502	9553571	9376644	1	1	801	126
ENST00000624736	9558969	9559154	9553571	1	1	802	127
ENST00000623408	9580023	9580414	9559154	2	1	803	128
ENST00000620684	9646824	9646999	9580414	1	1	804	129
ENST00000623554	9781917	9812601	9646999	2	6	805	130
ENST00000623919	9806093	9814008	9812601	2	3	811	130
ENST00000623933	9806874	9809722	9814008	2	5	814	130
ENST00000623929	9810380	9810502	9814008	2	1	819	131
ENST00000624130	9810500	9810847	9814008	1	1	820	132
ENST00000584271	9902343	9902626	9814008	2	1	821	133
ENST00000516390	9907915	9908009	9902626	1	1	822	134
ENST00000624226	9913116	9914712	9908009	1	2	823	135
ENST00000623559	9913360	9914845	9914712	1	3	825	135
ENST00000625012	9975016	10119308	9914845	2	11	828	136
ENST00000604687	9997486	9998032	10119308	2	1	839	136
ENST00000624662	10028360	10029854	10119308	2	1	840	137
ENST00000623370	10123895	10129028	10119308	1	2	841	138
ENST00000623954	10136418	10137003	10129028	1	1	843	139
ENST00000622592	10328410	10342668	10137003	2	4	844	140
ENST00000616952	10328935	10342736	10342668	2	2	848	140
ENST00000613970	10330731	10331536	10342736	1	1	850	141
ENST00000619242	10357399	10358619	10342736	1	2	851	142
ENST00000612331	10397643	10397777	10358619	1	1	853	143
ENST00000474011	10413476	10452528	10397777	1	3	854	144
ENST00000470054	10413531	10491614	10452528	1	10	857	144
ENST00000496773	10454133	10516430	10491614	1	15	867	144
ENST00000615395	10460441	10460545	10516430	1	1	882	145
ENST00000612267	10482737	10605715	10516430	1	32	883	146
ENST00000622113	10521552	10606139	10605715	1	23	915	147
ENST00000612957	10521571	10567698	10606139	1	10	938	147
ENST00000618007	10521574	10605715	10606139	1	24	948	147
ENST00000427445	10521574	10605715	10606139	1	22	972	147
ENST00000612746	10521574	10605715	10606139	1	19	994	147
ENST00000616920	10576291	10576586	10606139	1	1	1013	148
ENST00000614260	10612454	10613378	10606139	2	2	1014	149
ENST00000611755	10640027	10640337	10613378	2	1	1016	150
ENST00000622028	10649399	10649834	10640337	2	2	1017	151
ENST00000457565	12999675	13016691	10649834	2	2	1019	152
ENST00000447861	13038159	13052117	13016691	1	5	1021	153
ENST00000435744	13038207	13067032	13052117	1	11	1026	153
ENST00000507941	13038329	13046420	13067032	1	2	1037	153
ENST00000471407	13042783	13052117	13067032	1	4	1039	153
ENST00000384369	13047582	13047688	13067032	1	1	1043	154
ENST00000427301	13095304	13113789	13067032	2	3	1044	155
ENST00000424255	13120243	13120806	13113789	1	1	1047	156
ENST00000624445	13305170	13314663	13120806	1	2	1048	157
ENST00000332473	13349264	13350647	13314663	1	2	1050	158
ENST00000451052	13384248	13427772	13350647	2	18	1052	159
ENST00000580304	13406383	13406459	13427772	2	1	1070	160
ENST00000424290	13443372	13489175	13427772	2	6	1071	161
ENST00000407739	13476370	13477262	13489175	1	1	1077	162
ENST00000444901	13525598	13528578	13489175	1	1	1078	163
ENST00000431829	13544281	13545184	13528578	2	1	1079	164
ENST00000427446	13546032	13558460	13545184	1	4	1080	165
ENST00000406538	13581043	13582003	13558460	2	1	1084	166
ENST00000620442	13609857	13625541	13582003	1	8	1085	167
ENST00000299443	13610176	13641584	13625541	1	11	1093	167
ENST00000384745	13621576	13621682	13641584	1	1	1104	168
ENST00000581787	13644774	13644849	13641584	2	1	1105	169
ENST00000613704	13654072	13654355	13644849	1	1	1106	170
ENST00000435181	13665867	13667545	13654355	2	2	1107	171
ENST00000398098	13676021	13677115	13667545	1	1	1109	172
ENST00000624520	13679299	13681137	13677115	2	1	1110	173
ENST00000619798	13704852	13705517	13681137	1	1	1111	174
ENST00000621412	13724188	13724273	13705517	1	1	1112	175
ENST00000431297	13762337	13764331	13724273	1	1	1113	176
ENST00000444356	13769931	13771739	13764331	1	2	1114	177
ENST00000311003	13776085	13777265	13771739	1	1	1116	178
ENST00000443486	13792634	13793140	13777265	1	1	1117	179
ENST00000433312	13824405	13825634	13793140	2	1	1118	180
ENST00000400583	13826695	13827626	13825634	1	1	1119	181
ENST00000453500	13839117	13839408	13827626	1	1	1120	182
ENST00000428301	13843132	13848363	13839408	2	6	1121	183
ENST00000420685	13846758	13847712	13848363	2	3	1127	183
ENST00000436765	13846758	13848204	13848363	2	3	1130	183
ENST00000412442	13905959	13906487	13848363	2	1	1133	184
ENST00000442192	13909573	13935654	13906487	2	7	1134	185
ENST00000451663	13909573	13979910	13935654	2	25	1141	185
ENST00000366423	13936992	13937324	13979910	2	1	1166	186
ENST00000428576	13937945	13970002	13979910	2	7	1167	185
ENST00000432875	13939373	13962784	13979910	2	6	1174	185
ENST00000429521	13943743	13972128	13979910	2	8	1180	185
ENST00000344693	13943768	13980436	13979910	2	6	1188	185
ENST00000411355	13968488	13968594	13980436	2	1	1194	187
ENST00000579980	13985446	13985518	13980436	1	1	1195	188
ENST00000457709	14000926	14005278	13985518	1	4	1196	189
ENST00000450880	14007133	14014879	14005278	1	11	1200	190
ENST00000613317	14019059	14020724	14014879	2	4	1211	191
ENST00000428809	14027420	14144467	14020724	1	3	1215	192
ENST00000432621	14027420	14144467	14144467	1	3	1218	192
ENST00000448463	14027450	14089045	14144467	1	3	1221	192
ENST00000359341	14064324	14069086	14144467	1	3	1224	193
ENST00000364942	14070870	14070985	14144467	1	1	1227	194
ENST00000613590	14075949	14076037	14144467	2	1	1228	195
ENST00000344577	14108812	14206948	14144467	2	10	1229	196
ENST00000536861	14108892	14210890	14206948	2	10	1239	196
ENST00000614229	14108892	14210890	14210890	2	9	1249	196
ENST00000433806	14143580	14144157	14210890	1	1	1258	197
ENST00000400211	14165250	14189102	14210890	2	4	1259	196
ENST00000468643	14216129	14228371	14210890	1	5	1263	198
ENST00000468788	14216144	14227053	14228371	1	5	1268	198
ENST00000495055	14216152	14228172	14228371	1	4	1273	198
ENST00000461088	14216153	14221452	14228371	1	3	1277	198
ENST00000400577	14216177	14228371	14228371	1	5	1280	198
ENST00000475864	14224374	14227383	14228371	1	2	1285	198
ENST00000429114	14236205	14279656	14228371	1	5	1287	199
ENST00000482980	14273798	14338016	14279656	1	14	1292	199
ENST00000481582	14273879	14299684	14338016	1	5	1306	199
ENST00000467409	14273890	14301385	14338016	1	6	1311	199
ENST00000471902	14273935	14291398	14338016	1	5	1317	199
ENST00000463099	14274091	14362753	14338016	1	28	1322	199
ENST00000285667	14371114	14383186	14362753	2	5	1350	200
ENST00000478035	14378341	14383483	14383186	2	3	1355	200
ENST00000400564	14485227	14546340	14383483	2	4	1358	201
ENST00000400566	14485227	14546342	14546340	2	8	1362	201
ENST00000285670	14485227	14583401	14546342	2	9	1370	201
ENST00000619120	14485228	14546359	14583401	2	9	1379	201
ENST00000463807	14495699	14500605	14583401	2	3	1388	201
ENST00000493640	14521172	14546312	14583401	2	3	1391	201
ENST00000449214	14582201	14598302	14583401	1	5	1394	202
ENST00000435732	14591929	14643132	14598302	2	7	1399	203
ENST00000400562	14593719	14658820	14643132	2	7	1406	203
ENST00000469393	14612504	14616015	14658820	2	3	1413	203
ENST00000467280	14612504	14616015	14658820	2	2	1416	203
ENST00000455253	14746761	14753862	14658820	2	3	1418	204
ENST00000454128	14747745	14753461	14753862	2	3	1421	204
ENST00000453699	14757587	14758351	14753862	1	1	1424	205
ENST00000435315	14761709	14763089	14758351	2	2	1425	206
ENST00000448152	14774300	14775261	14763089	1	1	1427	207
ENST00000432230	14818842	15014429	14775261	2	4	1428	208
ENST00000630354	14819698	14823308	15014429	2	2	1432	209
ENST00000593619	14821207	14821805	15014429	2	1	1434	209
ENST00000627623	14824253	14833655	15014429	2	3	1435	209
ENST00000630211	14824326	14917234	15014429	2	6	1438	209
ENST00000625278	14824326	14918551	15014429	2	4	1444	209
ENST00000454795	14829153	14829988	15014429	2	1	1448	210
ENST00000412426	14837181	14881909	15014429	2	4	1449	209
ENST00000418954	14852970	14881974	15014429	2	3	1453	209
ENST00000430391	14918533	14947095	15014429	1	2	1456	211
ENST00000318948	14961234	15064804	15014429	2	4	1458	212
ENST00000400199	14961234	15064933	15064804	2	3	1462	212
ENST00000400202	14961234	15064999	15064933	2	3	1465	212
ENST00000446301	14961308	14964232	15064999	1	2	1468	213
ENST00000411932	14967995	15002367	15064999	2	2	1470	212
ENST00000436429	14971469	14992853	15064999	1	3	1472	214
ENST00000623352	15050188	15052378	15064999	1	1	1475	215
ENST00000449746	15067069	15067836	15064999	1	2	1476	216
ENST00000623768	15346651	15346737	15067836	1	1	1478	217
ENST00000449602	15370521	15402304	15346737	2	7	1479	218
ENST00000450823	15490529	15490766	15402304	2	1	1486	219
ENST00000433588	15493931	15496123	15490766	2	2	1487	220
ENST00000391262	15614282	15614388	15496123	1	1	1489	221
ENST00000408570	15693207	15693302	15614388	1	1	1490	222
ENST00000454157	15694299	15696580	15693302	2	2	1491	223
ENST00000285679	15730024	15878910	15696580	1	24	1493	224
ENST00000351097	15730024	15878910	15878910	1	11	1517	224
ENST00000285681	15730024	15880057	15878910	1	25	1528	224
ENST00000400183	15730024	15880068	15880057	1	26	1553	224
ENST00000433427	15744003	15745079	15880068	2	2	1579	225
ENST00000547201	15773255	15818728	15880068	1	8	1581	224
ENST00000549362	15773255	15818728	15880068	1	6	1589	224
ENST00000464435	15799533	15805654	15880068	1	2	1595	224
ENST00000453553	15825009	15833378	15880068	1	5	1597	224
ENST00000449491	15842517	15874517	15880068	1	7	1602	224
ENST00000478932	15875995	15878910	15880068	1	2	1609	224
ENST00000516464	16035412	16035508	15880068	2	1	1611	226
ENST00000602580	16070521	16487507	16035508	1	6	1612	227
ENST00000619222	16070521	16609774	16487507	1	8	1618	227
ENST00000602935	16070532	16487493	16609774	1	6	1626	227
ENST00000400178	16071113	16607129	16609774	1	6	1632	227
ENST00000456342	16071232	16607135	16609774	1	7	1638	227
ENST00000399358	16094414	16095371	16609774	2	1	1645	228
ENST00000418544	16121309	16121643	16609774	2	1	1646	229
ENST00000428669	16181590	16607117	16609774	1	7	1647	227
ENST00000419952	16194378	16521803	16609774	1	5	1654	227
ENST00000445461	16194394	16607221	16609774	1	6	1659	227
ENST00000602505	16194564	16487536	16609774	1	3	1665	227
ENST00000602901	16231078	16607129	16609774	1	5	1668	227
ENST00000364155	16284695	16284767	16609774	2	1	1673	230
ENST00000602921	16291790	16308132	16609774	2	3	1674	231
ENST00000602339	16330603	16607267	16609774	1	5	1677	227
ENST00000602454	16417138	16419079	16609774	2	3	1682	232
ENST00000602892	16419327	16607150	16609774	1	3	1685	227
ENST00000418813	16419401	16613480	16609774	1	5	1688	227
ENST00000435697	16419431	16487894	16613480	1	2	1693	227
ENST00000453910	16419517	16607102	16613480	1	5	1695	227
ENST00000602620	16420454	16607136	16613480	1	4	1700	227
ENST00000624971	16525918	16527018	16613480	1	1	1704	233
ENST00000441820	16537280	16607248	16613480	1	3	1705	227
ENST00000602280	16537342	16627396	16613480	1	4	1708	227
ENST00000384906	16539088	16539168	16627396	1	1	1712	234
ENST00000362160	16539822	16539915	16627396	1	1	1713	235
ENST00000602654	16574717	16582636	16627396	2	2	1714	236
ENST00000602323	16588688	16627194	16627396	1	5	1716	227
ENST00000385128	16590236	16590324	16627396	1	1	1721	237
ENST00000413645	16630826	16640632	16627396	1	2	1722	238
ENST00000438762	16631440	16640682	16640632	1	2	1724	238
ENST00000602659	16643528	16645064	16640682	1	1	1726	239
ENST00000458992	16718997	16719156	16645064	1	1	1727	240
ENST00000444868	16754518	16815687	16719156	2	3	1728	241
ENST00000430064	16862874	16873690	16815687	2	4	1731	242
ENST00000433383	17210468	17211346	16873690	2	1	1735	243
ENST00000620221	17296218	17296595	17211346	1	1	1736	244
ENST00000516653	17431546	17431646	17296595	1	1	1737	245
ENST00000440664	17438889	17449184	17431646	1	4	1738	246
ENST00000613691	17441780	17448907	17449184	1	3	1742	246
ENST00000445481	17500678	17500823	17449184	2	1	1745	247
ENST00000583100	17506452	17506727	17500823	1	1	1746	248
ENST00000284878	17512381	17570099	17506727	1	7	1747	249
ENST00000400166	17513045	17565851	17570099	1	5	1754	249
ENST00000356275	17513129	17565486	17570099	1	3	1759	249
ENST00000400165	17513129	17565614	17570099	1	4	1762	249
ENST00000400169	17513129	17593578	17570099	1	8	1766	249
ENST00000413813	17518525	17518992	17593578	2	1	1774	250
ENST00000363884	17527139	17527246	17593578	2	1	1775	251
ENST00000363092	17576797	17576905	17593578	1	1	1776	252
ENST00000339775	17593652	17612843	17593578	2	6	1777	253
ENST00000348354	17593652	17612946	17612843	2	5	1783	253
ENST00000471860	17594089	17599090	17612946	2	2	1788	253
ENST00000496601	17598720	17605132	17612946	2	2	1790	253
ENST00000464058	17608774	17612850	17612946	2	2	1792	253
ENST00000457956	17609006	17612944	17612946	2	3	1794	253
ENST00000626994	17611743	17633198	17612946	1	3	1797	254
ENST00000630155	17611772	17614112	17633198	1	1	1800	254
ENST00000416641	17659275	17660383	17633198	2	2	1801	255
ENST00000624164	17705407	17707454	17660383	1	1	1803	256
ENST00000430815	17763314	17792522	17707454	2	5	1804	257
ENST00000430401	17777403	17792508	17792522	2	3	1809	257
ENST00000439392	17777403	17792508	17792522	2	4	1812	257
ENST00000284881	17788966	17819385	17792522	2	5	1816	258
ENST00000400559	17792803	17819385	17819385	2	5	1821	258
ENST00000400558	17793246	17819385	17819385	2	4	1826	258
ENST00000428689	17793487	17810844	17819385	1	2	1830	259
ENST00000405964	17795207	17819018	17819385	2	4	1832	258
ENST00000493464	17796722	17819346	17819385	2	5	1836	258
ENST00000454737	17808944	17810844	17819385	1	2	1841	259
ENST00000482915	17817720	17819361	17819385	2	2	1843	258
ENST00000447175	17835015	17885607	17819385	2	3	1845	260
ENST00000408408	17891710	17891798	17885607	1	1	1848	261
ENST00000456825	17894192	17894484	17891798	2	1	1849	262
ENST00000400128	17901262	18267372	17894484	1	7	1850	263
ENST00000400131	17917339	18267372	18267372	1	5	1857	263
ENST00000400135	17917339	18267372	18267372	1	6	1862	263
ENST00000400127	17917339	18267372	18267372	1	7	1868	263
ENST00000432412	18022369	18114903	18267372	2	5	1875	264
ENST00000299295	18244832	18267372	18267372	1	6	1880	263
ENST00000543733	18245874	18266836	18267372	1	6	1886	263
ENST00000338326	18256501	18267364	18267372	1	4	1892	263
ENST00000284885	18269115	18403655	18267372	2	25	1896	265
ENST00000422787	18365139	18485878	18403655	2	8	1921	265
ENST00000474775	18365240	18460730	18485878	2	4	1929	265
ENST00000455391	18477357	18486598	18485878	2	2	1933	266
ENST00000437492	18561264	18760002	18486598	2	4	1935	267
ENST00000355189	18561614	18759803	18760002	2	5	1939	267
ENST00000414582	18612061	18753027	18760002	2	3	1944	267
ENST00000416002	18614430	18650359	18760002	1	3	1947	268
ENST00000580069	18686089	18686163	18760002	2	1	1950	269
ENST00000408114	18704370	18704453	18760002	2	1	1951	270
