13888
5124755	5124874	2	3	14
5124755	5124874	2	3	15
5124755	5124874	2	3	16
5124755	5124874	2	4	18
5125024	5125177	2	3	17
5125878	5125991	2	3	7
5125878	5125991	2	3	8
5125878	5125991	2	3	9
5125878	5125991	2	3	10
5125878	5125991	2	3	11
5125878	5125991	2	3	13
5125878	5125991	2	3	14
5125878	5125991	2	3	15
5125878	5125991	2	3	16
5125878	5125991	2	4	18
5127083	5127142	2	3	9
5127897	5127926	2	3	7
5127897	5127926	2	3	8
5127897	5127926	2	3	16
5127897	5127949	2	3	10
5127897	5127949	2	3	11
5127897	5127949	2	3	13
5127897	5127949	2	3	15
5128213	5128272	2	3	13
5128213	5128371	2	3	11
5128213	5128377	2	3	15
5128213	5128412	2	3	14
5128213	5128424	2	3	10
5130870	5131454	2	5	19
5133425	5133499	2	4	18
5133425	5133499	2	5	19
5133654	5133804	2	4	18
5133654	5133804	2	5	19
5133901	5134119	2	5	19
5134198	5135153	2	5	20
5135088	5135153	2	5	19
5135934	5136042	2	5	19
5135934	5137473	2	5	20
5136987	5137473	2	5	21
5137326	5137473	2	5	19
5137877	5137938	2	5	21
5139697	5139877	2	5	19
5139697	5141102	2	5	20
5140952	5141102	2	5	19
5141276	5141423	2	5	19
5141276	5141423	2	5	20
5141558	5141706	2	5	19
5141558	5141706	2	5	20
5142531	5142667	2	5	19
5142531	5142895	2	5	20
5143221	5143291	2	5	19
5144090	5144233	2	5	19
5146136	5146365	2	5	19
5146657	5146792	2	5	19
5147288	5147431	2	5	19
5147778	5147877	2	5	19
5148209	5148303	2	5	19
5152960	5153072	2	5	19
5154622	5154733	2	5	19
5155498	5158758	2	6	22
5157011	5158758	2	6	23
5159079	5159273	2	6	22
5159079	5159273	2	6	23
5163517	5163694	2	6	22
5163517	5165471	2	6	23
5232667	5232923	2	7	24
5243702	5243832	2	7	24
5499150	5499808	2	8	25
5499154	5499966	2	8	26
5499556	5500100	2	8	27
5499998	5500100	2	8	25
5500066	5500100	2	8	26
5502368	5502496	2	8	26
5502368	5502496	2	8	27
5502368	5502541	2	8	25
5553636	5553837	1	9	28
5553658	5553837	1	9	29
5553668	5553837	1	9	30
5553668	5553837	1	9	31
5553678	5553837	1	9	32
5553702	5553837	1	9	33
5553706	5553837	1	9	34
5553709	5553837	1	9	35
5553716	5553837	1	9	36
5565962	5566182	1	9	37
5566124	5566182	1	9	31
5579669	5579807	1	9	32
5582227	5585986	1	9	38
5583465	5585256	1	9	39
5584809	5584974	1	9	32
5584809	5584974	1	9	33
5584809	5585062	1	9	36
5585777	5585986	1	9	40
5585822	5585986	1	9	28
5585822	5585986	1	9	29
5585822	5585986	1	9	31
5585822	5585986	1	9	32
5585822	5585986	1	9	33
5585822	5585986	1	9	35
5585822	5585986	1	9	36
5585822	5585986	1	9	37
5585822	5586368	1	9	34
5586444	5586498	1	9	29
5588136	5588183	1	9	36
5588136	5588645	1	9	32
5588136	5588785	1	9	35
5588136	5592003	1	9	38
5589346	5589527	1	9	39
5590018	5590177	1	9	29
5590018	5590199	1	9	28
5590018	5590682	1	9	30
5590018	5591227	1	9	31
5590018	5591233	1	9	37
5590018	5592002	1	9	40
5597389	5597489	1	10	41
5614751	5614879	1	9	33
5703181	5705636	2	11	42
5705344	5705452	1	12	43
5706962	5707159	1	12	43
5707003	5707156	2	13	44
5709153	5709455	2	13	44
5972955	5973332	2	14	45
6008603	6008809	1	15	46
6034689	6036092	1	16	47
6060339	6060498	1	17	48
6062523	6062590	1	17	48
6066866	6067048	1	17	48
6066968	6067048	1	17	49
6067704	6068127	1	17	49
6073291	6073391	1	17	50
6073347	6073391	1	17	51
6073448	6073672	1	17	52
6074775	6074924	1	17	51
6074775	6074924	1	17	52
6075739	6075806	1	17	51
6076003	6076102	1	17	52
6076003	6076134	1	17	50
6076003	6076152	1	17	51
6076003	6076304	1	17	48
6081192	6081283	1	18	53
6082201	6082584	1	18	53
6084363	6085144	2	19	54
6084380	6087092	2	19	55
6085760	6087092	2	19	54
6087344	6087526	2	19	55
6087344	6088241	2	19	54
6089195	6089498	2	19	55
6091366	6091406	2	19	55
6111133	6111251	1	20	56
6111169	6111251	1	20	57
6112069	6112238	1	20	56
6112069	6112238	1	20	57
6112738	6112854	1	20	56
6112738	6112955	1	20	57
6116223	6116286	1	20	56
6116461	6116622	1	20	56
6116893	6117017	1	20	56
6117127	6117250	1	20	56
6117803	6118026	1	20	56
6118255	6118401	1	20	56
6118782	6118907	1	20	56
6119023	6119239	1	20	56
6119719	6120000	1	20	56
6120486	6120717	1	20	56
6121143	6123738	1	20	56
6223479	6223579	2	21	58
6228965	6230950	2	22	59
6228966	6230950	2	22	60
6230398	6230950	2	22	61
6230665	6230950	2	22	62
6230695	6230950	2	22	63
6232565	6232832	2	22	64
6232596	6232832	2	22	65
6234982	6235146	2	22	59
6234982	6235146	2	22	61
6234982	6235146	2	22	64
6234982	6235146	2	22	65
6234982	6235191	2	22	60
6235988	6236159	2	22	63
6235988	6236159	2	22	65
6254790	6254848	2	22	59
6267134	6267274	2	22	61
6267134	6267277	2	22	63
6267134	6267279	2	22	64
6267134	6267303	2	22	59
6267134	6267312	2	22	62
6267134	6267316	2	22	65
6272134	6272163	2	23	66
6272781	6272879	2	23	66
6272966	6273025	2	23	66
6273921	6274031	2	23	66
6274150	6274248	2	23	66
6274936	6275040	2	23	66
6275272	6275370	2	23	66
6275866	6276012	2	23	66
6276086	6276202	2	23	66
6276376	6276531	2	23	66
6309160	6309303	1	24	67
6309699	6309815	1	24	67
6310671	6310778	1	24	67
6311465	6311555	1	24	67
6311678	6311846	1	24	67
6312836	6312947	1	24	67
6318433	6318603	1	25	68
6318439	6318603	1	25	69
6318494	6318603	1	25	70
6318494	6318603	1	25	71
6320871	6320973	1	25	69
6320871	6320973	1	25	70
6321163	6321716	1	25	70
6322599	6322696	1	25	69
6329547	6329606	1	25	68
6354263	6354521	1	25	72
6354357	6354521	1	25	68
6354357	6354521	1	25	71
6356687	6356985	1	25	69
6358554	6358573	1	25	72
6358554	6359183	1	25	71
6358554	6360414	1	25	68
6358576	6358737	1	25	72
6358740	6359766	1	25	72
6365954	6366054	1	26	73
6441319	6441418	2	27	74
6444868	6445324	2	28	78
6444868	6445660	2	28	75
6444868	6445660	2	28	76
6444868	6445660	2	28	77
6444872	6445660	2	28	79
6445432	6445660	2	28	80
6445539	6445660	2	28	78
6447131	6447771	2	28	81
6447260	6447578	2	28	82
6447735	6447776	2	28	80
6447735	6447776	2	28	82
6448480	6448564	2	28	75
6448480	6448564	2	28	76
6448480	6448564	2	28	77
6448480	6448564	2	28	78
6448480	6448564	2	28	79
6448480	6448564	2	28	80
6448480	6448564	2	28	82
6449822	6449930	2	28	75
6449822	6449930	2	28	76
6449822	6449930	2	28	77
6449822	6449930	2	28	78
6449822	6449930	2	28	79
6449822	6449930	2	28	80
6449822	6449930	2	28	82
6450511	6450631	2	28	82
6450511	6450645	2	28	75
6450511	6450645	2	28	76
6450511	6450645	2	28	77
6450511	6450645	2	28	78
6450511	6450645	2	28	79
6450511	6450645	2	28	80
6450903	6450980	2	28	75
6450903	6450980	2	28	76
6450903	6450980	2	28	77
6450903	6450980	2	28	78
6450903	6450980	2	28	79
6450903	6450980	2	28	80
6452118	6452223	2	28	75
6452118	6452223	2	28	76
6452118	6452223	2	28	77
6452118	6452223	2	28	78
6452118	6452223	2	28	79
6452118	6452223	2	28	80
6453988	6454072	2	28	75
6453988	6454072	2	28	76
6453988	6454072	2	28	77
6453988	6454072	2	28	78
6453988	6454072	2	28	79
6453988	6454072	2	28	80
6454630	6454755	2	28	75
6454630	6454755	2	28	76
6454630	6454755	2	28	77
6454630	6454755	2	28	78
6454630	6454755	2	28	79
6454630	6454755	2	28	80
6455577	6455668	2	28	75
6455577	6455668	2	28	76
6455577	6455668	2	28	77
6455577	6455668	2	28	78
6455577	6455668	2	28	79
6455577	6455668	2	28	80
6456879	6456949	2	28	83
6456880	6456949	2	28	75
6456880	6456949	2	28	76
6456880	6456949	2	28	77
6456880	6456949	2	28	78
6456880	6456949	2	28	79
6456880	6456949	2	28	80
6457064	6457198	2	28	75
6457064	6457198	2	28	76
6457064	6457198	2	28	77
6457064	6457198	2	28	78
6457064	6457198	2	28	79
6457064	6457198	2	28	80
6457064	6457198	2	28	83
6457293	6457372	2	28	75
6457293	6457372	2	28	76
6457293	6457372	2	28	77
6457293	6457372	2	28	78
6457293	6457372	2	28	79
6457293	6457372	2	28	80
6457293	6457372	2	28	83
6457900	6458054	2	28	84
6457920	6458054	2	28	75
6457920	6458054	2	28	76
6457920	6458054	2	28	77
6457920	6458054	2	28	78
6457920	6458054	2	28	79
6457920	6458054	2	28	80
6457920	6458054	2	28	83
6459455	6459637	2	28	84
6459455	6460081	2	28	75
6460186	6460292	2	28	76
6460186	6460292	2	28	77
6460186	6460292	2	28	78
6460186	6460292	2	28	79
6460186	6460292	2	28	80
6460186	6460292	2	28	83
6460186	6460292	2	28	84
6461657	6461712	2	28	83
6463662	6463878	2	28	76
6463662	6463878	2	28	77
6463662	6463878	2	28	78
6463662	6463878	2	28	79
6463662	6463878	2	28	80
6463662	6463878	2	28	84
6464943	6464980	2	28	76
6464943	6465018	2	28	77
6464943	6465018	2	28	78
6464943	6465018	2	28	79
6464943	6465018	2	28	80
6464943	6465018	2	28	84
6467447	6467482	2	28	84
6467447	6467508	2	28	76
6467447	6467531	2	28	77
6467447	6467531	2	28	80
6467447	6467533	2	28	81
6467902	6468039	2	28	78
6467902	6468039	2	28	79
6484622	6484915	2	29	85
6484622	6484915	2	29	86
6484625	6484915	2	29	87
6484660	6484915	2	29	88
6484708	6484915	2	29	89
6486137	6486229	2	29	85
6486137	6486229	2	29	86
6486137	6486229	2	29	87
6486137	6486229	2	29	88
6486137	6486229	2	29	89
6486321	6486454	2	29	85
6486321	6486454	2	29	86
6486321	6486454	2	29	87
6486321	6486454	2	29	88
6486321	6486454	2	29	89
6487106	6487204	2	29	85
6487106	6487204	2	29	86
6487106	6487204	2	29	87
6487106	6487204	2	29	88
6487106	6487204	2	29	89
6487362	6487411	2	29	85
6487362	6487411	2	29	86
6487362	6487411	2	29	87
6487362	6487411	2	29	88
6487362	6487411	2	29	89
6492130	6492196	2	29	85
6492130	6492196	2	29	86
6492130	6492196	2	29	87
6492130	6496079	2	29	88
6493043	6493109	2	29	87
6493043	6493109	2	29	89
6495992	6496079	2	29	86
6495992	6496079	2	29	87
6495992	6496079	2	29	89
6495992	6496929	2	29	85
6499128	6499199	2	29	86
6499128	6499201	2	29	87
6499128	6499201	2	29	89
6499128	6499260	2	29	88
6507016	6507388	2	30	90
6519204	6519303	1	31	91
6520343	6520669	2	32	92
6550748	6551449	2	33	93
6552766	6552929	2	33	93
6553769	6553954	2	33	93
6560713	6560970	1	34	94
6561283	6561536	1	34	95
6561910	6562322	1	34	96
6561953	6562092	1	34	97
6562200	6562322	1	34	94
6562200	6562322	1	34	95
6562200	6562322	1	34	97
6563754	6563977	1	34	95
6563754	6564083	1	34	96
6563754	6564202	1	34	97
6563754	6564488	1	34	94
6630181	6630569	2	35	99
6630181	6630569	2	35	100
6630181	6632436	2	35	98
6631797	6632436	2	35	101
6632152	6632436	2	35	102
6632362	6632436	2	35	103
6634357	6634767	2	35	104
6634603	6634767	2	35	99
6634603	6634767	2	35	100
6634603	6634767	2	35	101
6634603	6634767	2	35	103
6634603	6638336	2	35	98
6635610	6635775	2	35	103
6659518	6659577	2	35	100
6659518	6659577	2	35	104
6659518	6659739	2	35	99
6666428	6666525	2	35	102
6667303	6667961	2	35	105
6667303	6667961	2	36	106
6667709	6668253	2	36	107
6668151	6668242	2	35	102
6668151	6668242	2	36	106
6668151	6668253	2	35	105
6670521	6670610	2	35	104
6670521	6670641	2	35	102
6670521	6670649	2	35	101
6670521	6670649	2	36	107
6670521	6670666	2	36	106
6670521	6670691	2	35	100
6670521	6670694	2	35	105
6676177	6676298	2	37	108
6676376	6676453	2	37	108
6677310	6677444	2	37	108
6677570	6677660	2	37	108
6678347	6678449	2	37	108
6678659	6678788	2	37	108
6679280	6679409	2	37	108
6679544	6679634	2	37	108
6679811	6679961	2	37	108
6712595	6712736	1	38	109
6712925	6713030	1	38	109
6713138	6713249	1	38	109
6713756	6713849	1	38	109
6714089	6714182	1	38	109
6714878	6714968	1	38	109
6716096	6716156	1	38	109
6716243	6716360	1	38	109
6721811	6721990	1	39	110
6724258	6724292	1	39	110
6724392	6725208	1	39	110
6789591	6789705	1	40	111
6797729	6797784	1	40	111
6810856	6812296	1	40	111
6858538	6858642	1	41	112
6859037	6859215	1	41	112
6859170	6859255	1	42	113
6896994	6897262	1	41	112
6897290	6899279	1	43	114
6904883	6905164	1	44	115
6906516	6906691	1	44	115
6986449	6986647	2	45	116
6992109	6992321	2	45	116
6993156	6993595	2	45	117
6993498	6993595	2	45	116
6994373	6995031	2	45	118
6994373	6995031	2	46	119
6995221	6995312	2	45	116
6995221	6995312	2	45	117
6995221	6995312	2	46	119
6995221	6995323	2	45	118
6997591	6997698	2	45	116
6997591	6997736	2	46	119
6997591	6997739	2	45	117
6997591	6997764	2	45	118
7003247	7003364	2	47	120
7003442	7003508	2	47	120
7004462	7004516	2	47	120
7004639	7004729	2	47	120
7005410	7005521	2	47	120
7005725	7005857	2	47	120
7006379	7006493	2	47	120
7006610	7006700	2	47	120
7006880	7007021	2	47	120
7020598	7020648	1	48	121
7024624	7025165	1	48	121
7048890	7049059	1	49	122
7048916	7049059	1	49	123
7048919	7049059	1	49	124
7048938	7049059	1	49	125
7048981	7049059	1	49	126
7061346	7061404	1	49	122
7080035	7080206	1	49	123
7080035	7080288	1	49	125
7081003	7081212	1	49	127
7081048	7081212	1	49	122
7081048	7081212	1	49	124
7081048	7081212	1	49	125
7081048	7081212	1	49	126
7083362	7083597	1	49	125
7083362	7083741	1	49	126
7085244	7085499	1	49	123
7085244	7085796	1	49	124
7085244	7087096	1	49	122
7085244	7087228	1	49	127
7092615	7092715	1	50	128
7129102	7130286	1	51	129
7135333	7137788	2	52	130
7385057	7385141	2	53	131
7385228	7385288	2	53	131
7386239	7386293	2	53	131
7386419	7386509	2	53	131
7387196	7387298	2	53	131
7387505	7387637	2	53	131
7388129	7388258	2	53	131
7388390	7388480	2	53	131
7388669	7388798	2	53	131
7421441	7421596	2	54	132
7421770	7421886	2	54	132
7421960	7422106	2	54	132
7422602	7422700	2	54	132
7422932	7423036	2	54	132
7423718	7423822	2	54	132
7423941	7424051	2	54	132
7424947	7425006	2	54	132
7425093	7425191	2	54	132
7425809	7425838	2	54	132
7430658	7430837	1	55	133
7430668	7430837	1	55	134
7430694	7430837	1	55	135
7430716	7430837	1	55	136
7430729	7430837	1	55	137
7430759	7430837	1	55	138
7443124	7443182	1	55	134
7461813	7461984	1	55	135
7461813	7462066	1	55	136
7462781	7462990	1	55	139
7462826	7462990	1	55	133
7462826	7462990	1	55	134
7462826	7462990	1	55	136
7462826	7462990	1	55	137
7462826	7462990	1	55	138
7463448	7463502	1	55	133
7465140	7465375	1	55	136
7465140	7465783	1	55	138
7467022	7467181	1	55	133
7467022	7467277	1	55	135
7467022	7467741	1	55	137
7467022	7468874	1	55	134
7467022	7469006	1	55	139
7474393	7474493	1	56	140
7626343	7627527	2	57	141
7663910	7664010	2	58	142
7669396	7673263	2	59	143
7669529	7669658	2	59	144
7670166	7671381	2	59	145
7671126	7671381	2	59	146
7671872	7672053	2	59	147
7672754	7673263	2	59	148
7673073	7673263	2	59	149
7673216	7673263	2	59	150
7675413	7675577	2	59	144
7675413	7675577	2	59	148
7675413	7675577	2	59	149
7675413	7675577	2	59	150
7675413	7675665	2	59	145
7675413	7679176	2	59	143
7676143	7677934	2	59	147
7676337	7676443	2	59	144
7676337	7676591	2	59	150
7676419	7676591	2	59	146
7676425	7676590	2	59	148
7676425	7676626	2	59	149
7681596	7681741	2	59	148
7744961	7745037	1	60	151
7744970	7745037	1	60	152
7744974	7745037	1	60	153
7744982	7745037	1	60	154
7745038	7745649	1	60	155
7745074	7745366	1	60	156
7748898	7748986	1	60	152
7748898	7748986	1	60	153
7748898	7748986	1	60	154
7748898	7748986	1	60	155
7748898	7748986	1	60	156
7748898	7748986	1	60	157
7748898	7749393	1	60	151
7754951	7755117	1	60	152
7754951	7755117	1	60	153
7754951	7755117	1	60	156
7754951	7755117	1	60	157
7754951	7756112	1	60	155
7758104	7758626	1	60	153
7758104	7758628	1	60	156
7769186	7769374	1	60	152
7769186	7769374	1	60	154
7769186	7769374	1	60	157
7769795	7770545	2	61	158
7771566	7772245	1	60	152
7771566	7772252	1	60	154
7774198	7774587	1	60	157
7777667	7777852	1	60	157
7788702	7789617	2	62	159
7793820	7793953	2	62	159
7816674	7819671	2	63	160
7816677	7819671	2	63	161
7819043	7819671	2	63	162
7819360	7819671	2	63	163
7825373	7825796	2	63	163
7826097	7826224	2	64	164
7828641	7828723	2	63	161
7828641	7828751	2	63	160
7828641	7828751	2	63	162
7829516	7829586	2	63	162
7829516	7829591	2	63	161
7829886	7829925	2	63	160
8101250	8103705	2	65	165
8197619	8197926	1	66	166
8200737	8201051	1	66	166
8201209	8201286	1	67	167
8205314	8205405	1	68	168
8205850	8205939	1	69	169
8208011	8208124	1	70	170
8208472	8208651	1	71	171
8208843	8208903	1	72	172
8210383	8211305	2	73	173
8212571	8212723	1	74	174
8217952	8218000	1	75	175
8218720	8218775	1	76	176
8222960	8223056	1	66	166
8223184	8224184	1	66	166
8224346	8224437	1	66	166
8226173	8226390	1	66	166
8227179	8227645	1	66	166
8249504	8249595	1	77	177
8250059	8250148	1	78	178
8252220	8252333	1	79	179
8253049	8253108	1	80	180
8254591	8255513	2	81	181
8256780	8256932	1	82	182
8258913	8259004	1	83	183
8383776	8384097	1	84	184
8384255	8384332	1	85	185
8388361	8388452	1	86	186
8388897	8388986	1	87	187
8391058	8391171	1	88	188
8391519	8391696	1	89	189
8391883	8391942	1	90	190
8393418	8394340	2	91	191
8395606	8395758	1	92	192
8400990	8401038	1	93	193
8401759	8401815	1	94	194
8405959	8406055	1	84	184
8406183	8407183	1	84	184
8407345	8407436	1	84	184
8409172	8409389	1	84	184
8410178	8410644	1	84	184
8432529	8432620	1	95	195
8433084	8433173	1	96	196
8435245	8435358	1	97	197
8435706	8435885	1	98	198
8436077	8436137	1	99	199
8437628	8438550	2	100	200
8439822	8439974	1	101	201
8441948	8442039	1	102	202
8445222	8445270	1	103	203
8445990	8446045	1	104	204
8603546	8603983	1	105	205
8680537	8680933	2	106	206
8701460	8701561	1	107	207
8759076	8759860	1	108	208
8759080	8759260	1	108	209
8761275	8761334	1	108	208
8761275	8761334	1	108	209
8794357	8794438	1	109	210
8801361	8801879	2	110	211
8845565	8846645	1	111	212
8857259	8857317	1	112	213
8859996	8860065	1	112	213
8864000	8864081	1	112	213
8866870	8866898	1	112	213
8866990	8867062	1	112	213
8873016	8873086	1	112	213
8877130	8877293	1	112	213
8878663	8878842	1	112	213
8880011	8880975	1	112	213
8986998	8987177	1	113	214
8987369	8987429	1	114	215
8996495	8996598	2	115	216
9018547	9018669	2	115	216
9026820	9027328	2	116	217
9053121	9053392	1	117	218
9058822	9059059	1	117	218
9068360	9069598	2	118	219
9068413	9068628	2	118	220
9069444	9069598	2	118	220
9070213	9070443	2	118	219
9070213	9070443	2	118	220
9071127	9071247	2	118	220
9071608	9071681	2	118	220
9073094	9073608	2	118	220
9082600	9083100	2	119	221
9088187	9088390	1	120	222
9098862	9098943	2	121	223
9099102	9099184	2	122	224
9127488	9127546	2	118	219
9129682	9129751	2	118	219
9325012	9325099	1	123	225
9325023	9325222	1	123	226
9325038	9325222	1	123	227
9325051	9325099	1	123	228
9325058	9325099	1	123	229
9325366	9325822	1	123	230
9325604	9325822	1	123	227
9325630	9325822	1	123	225
9325873	9325960	1	123	228
9327239	9327297	1	123	225
9327239	9327297	1	123	227
9327239	9327297	1	123	228
9327239	9327298	1	123	226
9327239	9327298	1	123	230
9327239	9327776	1	123	229
9331230	9331289	1	123	225
9343507	9343531	1	123	227
9354230	9354318	1	123	227
9364466	9365224	2	124	231
9367173	9367274	1	123	225
9368465	9368774	1	123	225
9369284	9369325	2	125	232
9373946	9374165	2	125	232
9375507	9375718	2	125	232
9376351	9376644	2	125	232
9553502	9553571	1	126	233
9558969	9559154	1	127	234
9580023	9580414	2	128	235
9646824	9646999	1	129	236
9781917	9782303	2	130	237
9783247	9783304	2	130	237
9792554	9792641	2	130	237
9806093	9807101	2	130	238
9806874	9807101	2	130	239
9807734	9807819	2	130	239
9807734	9807973	2	130	237
9807734	9807973	2	130	238
9808173	9808360	2	130	237
9808173	9808360	2	130	239
9809066	9809180	2	130	239
9809672	9809722	2	130	239
9810380	9810502	2	131	240
9810500	9810847	1	132	241
9812426	9812601	2	130	237
9813836	9814008	2	130	238
9902343	9902626	2	133	242
9907915	9908009	1	134	243
9913116	9913505	1	135	244
9913360	9913505	1	135	245
9914092	9914181	1	135	245
9914406	9914712	1	135	244
9914406	9914845	1	135	245
9975016	9975103	2	136	246
9986146	9986339	2	136	246
9988154	9988317	2	136	246
9988525	9988660	2	136	246
9992165	9992258	2	136	246
9996821	9996990	2	136	246
9997486	9998032	2	136	247
9997745	9997845	2	136	246
9997958	9998047	2	136	246
10002084	10002283	2	136	246
10002916	10003094	2	136	246
10028360	10029854	2	137	248
10119240	10119308	2	136	246
10123895	10123951	1	138	249
10127147	10129028	1	138	249
10136418	10137003	1	139	250
10328410	10329037	2	140	251
10328935	10329037	2	140	252
10330731	10331536	1	141	253
10338454	10338565	2	140	251
10340413	10340477	2	140	251
10342615	10342668	2	140	251
10342615	10342736	2	140	252
10357399	10357635	1	142	254
10357954	10358619	1	142	254
10397643	10397777	1	143	255
10413476	10413753	1	144	256
10413531	10413753	1	144	257
10414810	10414910	1	144	256
10414810	10414910	1	144	257
10451426	10452528	1	144	256
10454133	10454295	1	144	257
10454133	10454295	1	144	258
10460441	10460545	1	145	259
10462835	10463006	1	144	257
10462835	10463006	1	144	258
10464861	10464975	1	144	257
10464861	10464975	1	144	258
10473009	10473728	1	144	258
10473027	10473728	1	144	257
10482737	10482858	1	146	260
10482739	10482858	1	144	257
10482739	10482858	1	144	258
10485617	10485733	1	144	257
10485617	10485733	1	144	258
10485617	10485733	1	146	260
10491245	10491346	1	144	257
10491245	10491346	1	144	258
10491245	10491346	1	146	260
10491539	10491614	1	144	257
10491539	10491643	1	144	258
10491539	10491643	1	146	260
10496912	10497098	1	144	258
10496912	10497108	1	146	260
10497354	10497518	1	144	258
10497354	10497518	1	146	260
10498856	10498965	1	144	258
10498856	10498985	1	146	260
10499474	10499539	1	144	258
10499474	10499539	1	146	260
10500806	10501018	1	144	258
10500806	10501018	1	146	260
10514121	10514249	1	144	258
10514121	10514249	1	146	260
10516317	10516430	1	144	258
10516317	10516436	1	146	260
10521552	10521693	1	147	261
10521571	10521693	1	147	262
10521574	10521693	1	147	263
10521574	10521693	1	147	264
10521574	10521693	1	147	265
10524579	10524687	1	146	260
10524579	10524687	1	147	261
10524579	10524687	1	147	262
10524579	10524687	1	147	263
10524579	10524687	1	147	264
10524579	10524687	1	147	265
10527354	10527411	1	146	260
10527354	10527411	1	147	261
10527354	10527411	1	147	262
10527354	10527411	1	147	263
10527354	10527411	1	147	264
10527354	10527411	1	147	265
10538680	10538733	1	146	260
10538680	10538733	1	147	261
10538680	10538733	1	147	262
10538680	10538733	1	147	263
10538680	10538733	1	147	264
10541111	10541164	1	146	260
10541111	10541164	1	147	261
10541111	10541164	1	147	262
10541111	10541164	1	147	263
10541111	10541164	1	147	264
10542394	10542447	1	146	260
10542394	10542447	1	147	261
10542394	10542447	1	147	263
10542394	10542447	1	147	264
10543328	10543381	1	147	262
10543328	10543381	1	147	263
10552656	10552715	1	146	260
10552656	10552715	1	147	261
10552656	10552715	1	147	262
10552656	10552715	1	147	263
10559493	10559543	1	146	260
10559493	10559543	1	147	261
10559493	10559543	1	147	262
10559493	10559543	1	147	263
10559493	10559543	1	147	264
10559493	10559543	1	147	265
10561029	10561190	1	146	260
10561029	10561190	1	147	261
10561029	10561190	1	147	262
10561029	10561190	1	147	263
10561029	10561190	1	147	264
10561029	10561190	1	147	265
10567669	10567698	1	147	262
10567669	10567788	1	146	260
10567669	10567788	1	147	261
10567669	10567788	1	147	263
10567669	10567788	1	147	264
10567669	10567788	1	147	265
10569436	10569535	1	146	260
10569436	10569535	1	147	261
10569436	10569535	1	147	263
10569436	10569535	1	147	264
10569436	10569535	1	147	265
10569682	10569745	1	146	260
10569682	10569745	1	147	261
10569682	10569745	1	147	263
10569682	10569745	1	147	264
10569682	10569745	1	147	265
10570484	10570548	1	146	260
10570484	10570548	1	147	261
10570484	10570548	1	147	263
10570484	10570548	1	147	264
10570484	10570548	1	147	265
10576291	10576586	1	148	266
10577459	10577519	1	146	260
10577459	10577519	1	147	261
10577459	10577519	1	147	263
10577459	10577519	1	147	264
10577459	10577519	1	147	265
10578336	10578417	1	146	260
10578336	10578417	1	147	261
10578336	10578417	1	147	263
10578336	10578417	1	147	264
10578336	10578417	1	147	265
10578516	10578604	1	146	260
10578516	10578604	1	147	261
10578516	10578604	1	147	263
10578516	10578604	1	147	264
10578516	10578604	1	147	265
10590461	10590522	1	146	260
10590461	10590522	1	147	261
10590461	10590522	1	147	263
10590461	10590522	1	147	264
10590461	10590522	1	147	265
10592292	10592372	1	146	260
10592292	10592372	1	147	261
10592292	10592372	1	147	263
10592292	10592372	1	147	264
10592292	10592372	1	147	265
10595981	10596086	1	147	261
10595981	10596086	1	147	263
10595981	10596086	1	147	264
10595981	10596086	1	147	265
10598014	10598093	1	146	260
10598014	10598093	1	147	261
10598014	10598093	1	147	263
10598014	10598093	1	147	264
10598014	10598093	1	147	265
